date,state,fips,cases,deaths,daily cases,daily deaths
2021-07-10,Illinois,17,1399525,25755,0.0,0.0
2021-07-11,Illinois,17,1399525,25755,0.0,0.0
2021-07-12,Illinois,17,1400975,25781,1450.0,26.0
2021-07-13,Illinois,17,1401519,25796,544.0,15.0
2021-07-14,Illinois,17,1402545,25806,1026.0,10.0
2021-07-15,Illinois,17,1403369,25814,824.0,8.0
2021-07-16,Illinois,17,1403989,25823,620.0,9.0
2021-07-17,Illinois,17,1403989,25820,0.0,-3.0
2021-07-18,Illinois,17,1403989,25820,0.0,0.0
2021-07-19,Illinois,17,1406608,25841,2619.0,21.0
2021-07-20,Illinois,17,1407317,25847,709.0,6.0
2021-07-21,Illinois,17,1408618,25854,1301.0,7.0
2021-07-22,Illinois,17,1410504,25860,1886.0,6.0
2021-07-23,Illinois,17,1411845,25867,1341.0,7.0
2021-07-24,Illinois,17,1411845,25867,0.0,0.0
2021-07-25,Illinois,17,1411845,25867,0.0,0.0
2021-07-26,Illinois,17,1415898,25881,4053.0,14.0
2021-07-27,Illinois,17,1417560,25886,1662.0,5.0
2021-07-28,Illinois,17,1419721,25893,2161.0,7.0
2021-07-29,Illinois,17,1421376,25908,1655.0,15.0
2021-07-30,Illinois,17,1423574,25916,2198.0,8.0
2021-07-31,Illinois,17,1423574,25916,0.0,0.0
2021-08-01,Illinois,17,1423590,25916,16.0,0.0
2021-08-02,Illinois,17,1428923,25930,5333.0,14.0
2021-08-03,Illinois,17,1431494,25940,2571.0,10.0
2021-08-04,Illinois,17,1434462,25960,2968.0,20.0
2021-08-05,Illinois,17,1437654,25974,3192.0,14.0
2021-08-06,Illinois,17,1440630,25992,2976.0,18.0
2021-08-07,Illinois,17,1440658,25992,28.0,0.0
2021-08-08,Illinois,17,1440658,25992,0.0,0.0
2021-08-09,Illinois,17,1448516,26023,7858.0,31.0
2021-08-10,Illinois,17,1451423,26034,2907.0,11.0
2021-08-11,Illinois,17,1455290,26048,3867.0,14.0
2021-08-12,Illinois,17,1458643,26075,3353.0,27.0
2021-08-13,Illinois,17,1462088,26092,3445.0,17.0
2021-08-14,Illinois,17,1462088,26092,0.0,0.0
2021-08-15,Illinois,17,1462088,26092,0.0,0.0
2021-08-16,Illinois,17,1471240,26123,9152.0,31.0
2021-08-17,Illinois,17,1474807,26144,3567.0,21.0
2021-08-18,Illinois,17,1478643,26182,3836.0,38.0
2021-08-19,Illinois,17,1482024,26197,3381.0,15.0
2021-08-20,Illinois,17,1486875,26223,4851.0,26.0
2021-08-21,Illinois,17,1486875,26223,0.0,0.0
2021-08-22,Illinois,17,1486875,26223,0.0,0.0
2021-08-23,Illinois,17,1495978,26275,9103.0,52.0
2021-08-24,Illinois,17,1498948,26291,2970.0,16.0
2021-08-25,Illinois,17,1503473,26335,4525.0,44.0
2021-08-26,Illinois,17,1507620,26401,4147.0,66.0
2021-08-27,Illinois,17,1512387,26420,4767.0,19.0
2021-08-28,Illinois,17,1512387,26420,0.0,0.0
2021-08-29,Illinois,17,1512387,26420,0.0,0.0
2021-08-30,Illinois,17,1522546,26472,10159.0,52.0
2021-08-31,Illinois,17,1527348,26500,4802.0,28.0
2021-09-01,Illinois,17,1532494,26535,5146.0,35.0
2021-09-02,Illinois,17,1536988,26572,4494.0,37.0
2021-09-03,Illinois,17,1542870,26614,5882.0,42.0
2021-09-04,Illinois,17,1542870,26614,0.0,0.0
2021-09-05,Illinois,17,1542870,26614,0.0,0.0
2021-09-06,Illinois,17,1542870,26614,0.0,0.0
2021-09-07,Illinois,17,1554798,26697,11928.0,83.0
2021-09-08,Illinois,17,1558768,26769,3970.0,72.0
2021-09-09,Illinois,17,1563905,26793,5137.0,24.0
2021-09-10,Illinois,17,1569206,26845,5301.0,52.0
2021-09-11,Illinois,17,1569206,26845,0.0,0.0
2021-09-12,Illinois,17,1569206,26845,0.0,0.0
2021-09-13,Illinois,17,1578344,26969,9138.0,124.0
2021-09-14,Illinois,17,1582811,27008,4467.0,39.0
2021-09-15,Illinois,17,1587030,27061,4219.0,53.0
2021-09-16,Illinois,17,1591607,27113,4577.0,52.0
2021-09-17,Illinois,17,1595188,27175,3581.0,62.0
2021-09-18,Illinois,17,1595188,27175,0.0,0.0
2021-09-19,Illinois,17,1595188,27175,0.0,0.0
2021-09-20,Illinois,17,1603442,27275,8254.0,100.0
2021-09-21,Illinois,17,1606469,27299,3027.0,24.0
2021-09-22,Illinois,17,1609991,27351,3522.0,52.0
2021-09-23,Illinois,17,1613862,27398,3871.0,47.0
2021-09-24,Illinois,17,1617236,27440,3374.0,42.0
2021-09-25,Illinois,17,1617236,27440,0.0,0.0
2021-09-26,Illinois,17,1617236,27440,0.0,0.0
2021-09-27,Illinois,17,1623863,27529,6627.0,89.0
2021-09-28,Illinois,17,1626227,27568,2364.0,39.0
2021-09-29,Illinois,17,1629196,27619,2969.0,51.0
2021-09-30,Illinois,17,1632653,27665,3457.0,46.0
2021-10-01,Illinois,17,1635964,27714,3311.0,49.0
2021-10-02,Illinois,17,1635964,27714,0.0,0.0
2021-10-03,Illinois,17,1635964,27714,0.0,0.0
2021-10-04,Illinois,17,1642809,27785,6845.0,71.0
2021-10-05,Illinois,17,1645978,27811,3169.0,26.0
2021-10-06,Illinois,17,1648902,27878,2924.0,67.0
2021-10-07,Illinois,17,1652490,27924,3588.0,46.0
2021-10-08,Illinois,17,1655222,27965,2732.0,41.0
2021-10-09,Illinois,17,1655222,27965,0.0,0.0
2021-10-10,Illinois,17,1655222,27965,0.0,0.0
2021-10-11,Illinois,17,1655444,27965,222.0,0.0
2021-10-12,Illinois,17,1662993,28041,7549.0,76.0
2021-10-13,Illinois,17,1665938,28089,2945.0,48.0
2021-10-14,Illinois,17,1668509,28152,2571.0,63.0
2021-10-15,Illinois,17,1671079,28197,2570.0,45.0
2021-10-16,Illinois,17,1671079,28197,0.0,0.0
2021-10-17,Illinois,17,1671079,28197,0.0,0.0
2021-10-18,Illinois,17,1676496,28268,5417.0,71.0
2021-10-19,Illinois,17,1678528,28292,2032.0,24.0
2021-10-20,Illinois,17,1680930,28344,2402.0,52.0
2021-10-21,Illinois,17,1683225,28382,2295.0,38.0
2021-10-22,Illinois,17,1686159,28414,2934.0,32.0
2021-10-23,Illinois,17,1686159,28414,0.0,0.0
2021-10-24,Illinois,17,1686159,28414,0.0,0.0
2021-10-25,Illinois,17,1691341,28477,5182.0,63.0
2021-10-26,Illinois,17,1693530,28517,2189.0,40.0
2021-10-27,Illinois,17,1695554,28550,2024.0,33.0
2021-10-28,Illinois,17,1698284,28591,2730.0,41.0
2021-10-29,Illinois,17,1700907,28620,2623.0,29.0
2021-10-30,Illinois,17,1700907,28620,0.0,0.0
2021-10-31,Illinois,17,1700907,28620,0.0,0.0
2021-11-01,Illinois,17,1706985,28695,6078.0,75.0
2021-11-02,Illinois,17,1709334,28719,2349.0,24.0
2021-11-03,Illinois,17,1711121,28772,1787.0,53.0
2021-11-04,Illinois,17,1715452,28803,4331.0,31.0
2021-11-05,Illinois,17,1718384,28832,2932.0,29.0
2021-11-06,Illinois,17,1718384,28832,0.0,0.0
2021-11-07,Illinois,17,1718384,28832,0.0,0.0
2021-11-08,Illinois,17,1725686,28877,7302.0,45.0
2021-11-09,Illinois,17,1727932,28901,2246.0,24.0
2021-11-10,Illinois,17,1732906,28929,4974.0,28.0
2021-11-11,Illinois,17,1732954,28929,48.0,0.0
2021-11-12,Illinois,17,1740923,28986,7969.0,57.0
2021-11-13,Illinois,17,1740923,28986,0.0,0.0
2021-11-14,Illinois,17,1740923,28986,0.0,0.0
2021-11-15,Illinois,17,1749843,29032,8920.0,46.0
2021-11-16,Illinois,17,1752893,29054,3050.0,22.0
2021-11-17,Illinois,17,1757813,29083,4920.0,29.0
2021-11-18,Illinois,17,1763614,29115,5801.0,32.0
2021-11-19,Illinois,17,1769267,29157,5653.0,42.0
2021-11-20,Illinois,17,1769267,29157,0.0,0.0
2021-11-21,Illinois,17,1769267,29157,0.0,0.0
2021-11-22,Illinois,17,1780460,29215,11193.0,58.0
2021-11-23,Illinois,17,1785089,29234,4629.0,19.0
2021-11-24,Illinois,17,1790437,29258,5348.0,24.0
2021-11-25,Illinois,17,1790437,29258,0.0,0.0
2021-11-26,Illinois,17,1790437,29258,0.0,0.0
2021-11-27,Illinois,17,1790437,29258,0.0,0.0
2021-11-28,Illinois,17,1790437,29258,0.0,0.0
2021-11-29,Illinois,17,1809427,29349,18990.0,91.0
2021-11-30,Illinois,17,1815121,29376,5694.0,27.0
2021-12-01,Illinois,17,1821286,29432,6165.0,56.0
2021-12-02,Illinois,17,1832924,29477,11638.0,45.0
2021-12-03,Illinois,17,1840377,29521,7453.0,44.0
2021-12-04,Illinois,17,1840377,29521,0.0,0.0
2021-12-05,Illinois,17,1840377,29521,0.0,0.0
2021-12-06,Illinois,17,1859208,29619,18831.0,98.0
2021-12-07,Illinois,17,1866099,29710,6891.0,91.0
2021-12-08,Illinois,17,1872854,29734,6755.0,24.0
2021-12-09,Illinois,17,1882641,29793,9787.0,59.0
2021-12-10,Illinois,17,1890044,29842,7403.0,49.0
2021-12-11,Illinois,17,1890044,29842,0.0,0.0
2021-12-12,Illinois,17,1890135,29842,91.0,0.0
2021-12-13,Illinois,17,1909561,29954,19426.0,112.0
2021-12-14,Illinois,17,1916535,29985,6974.0,31.0
2021-12-15,Illinois,17,1926536,30076,10001.0,91.0
2021-12-16,Illinois,17,1938824,30135,12288.0,59.0
2021-12-17,Illinois,17,1949484,30202,10660.0,67.0
2021-12-18,Illinois,17,1949484,30202,0.0,0.0
2021-12-19,Illinois,17,1949484,30202,0.0,0.0
2021-12-20,Illinois,17,1980527,30330,31043.0,128.0
2021-12-21,Illinois,17,1990581,30401,10054.0,71.0
2021-12-22,Illinois,17,2007134,30482,16553.0,81.0
2021-12-23,Illinois,17,2025804,30566,18670.0,84.0
2021-12-24,Illinois,17,2025804,30566,0.0,0.0
2021-12-25,Illinois,17,2025804,30566,0.0,0.0
2021-12-26,Illinois,17,2025804,30566,0.0,0.0
2021-12-27,Illinois,17,2081402,30747,55598.0,181.0
2021-12-28,Illinois,17,2102953,30851,21551.0,104.0
2021-12-29,Illinois,17,2123922,30908,20969.0,57.0
2021-12-30,Illinois,17,2154058,31017,30136.0,109.0
2021-12-31,Illinois,17,2154058,31017,0.0,0.0
2022-01-01,Illinois,17,2154058,31017,0.0,0.0
2022-01-02,Illinois,17,2154058,31017,0.0,0.0
2022-01-03,Illinois,17,2243215,31212,89157.0,195.0
2022-01-04,Illinois,17,2267641,31312,24426.0,100.0
2022-01-05,Illinois,17,2299850,31416,32209.0,104.0
2022-01-06,Illinois,17,2343834,31536,43984.0,120.0
2022-01-07,Illinois,17,2386672,31660,42838.0,124.0
2022-01-08,Illinois,17,2386672,31660,0.0,0.0
2022-01-09,Illinois,17,2386672,31660,0.0,0.0
2022-01-10,Illinois,17,2464150,31916,77478.0,256.0
2022-01-11,Illinois,17,2492045,32028,27895.0,112.0
2022-01-12,Illinois,17,2526835,32187,34790.0,159.0
2022-01-13,Illinois,17,2563715,32356,36880.0,169.0
2022-01-14,Illinois,17,2593378,32532,29663.0,176.0
2022-01-15,Illinois,17,2593378,32532,0.0,0.0
2022-01-16,Illinois,17,2593378,32532,0.0,0.0
2022-01-17,Illinois,17,2593378,32532,0.0,0.0
2022-01-18,Illinois,17,2686801,32851,93423.0,319.0
2022-01-19,Illinois,17,2713231,33052,26430.0,201.0
2022-01-20,Illinois,17,2736601,33278,23370.0,226.0
2022-01-21,Illinois,17,2777353,33446,40752.0,168.0
2022-01-22,Illinois,17,2777353,33446,0.0,0.0
2022-01-23,Illinois,17,2777353,33446,0.0,0.0
2022-01-24,Illinois,17,2841994,33803,64641.0,357.0
2022-01-25,Illinois,17,2855818,33942,13824.0,139.0
2022-01-26,Illinois,17,2871541,34131,15723.0,189.0
2022-01-27,Illinois,17,2886267,34298,14726.0,167.0
2022-01-28,Illinois,17,2901790,34439,15523.0,141.0
2022-01-29,Illinois,17,2901790,34439,0.0,0.0
2022-01-30,Illinois,17,2901790,34439,0.0,0.0
2022-01-31,Illinois,17,2925690,34704,23900.0,265.0
2022-02-01,Illinois,17,2934402,34853,8712.0,149.0
2022-02-02,Illinois,17,2943829,34966,9427.0,113.0
2022-02-03,Illinois,17,2943829,34966,0.0,0.0
2022-02-04,Illinois,17,2962497,35157,18668.0,191.0
2022-02-05,Illinois,17,2962497,35157,0.0,0.0
2022-02-06,Illinois,17,2962497,35157,0.0,0.0
2022-02-07,Illinois,17,2976481,35373,13984.0,216.0
2022-02-08,Illinois,17,2982270,35476,5789.0,103.0
2022-02-09,Illinois,17,2987075,35600,4805.0,124.0
2022-02-10,Illinois,17,2992617,35725,5542.0,125.0
2022-02-11,Illinois,17,2992783,35725,166.0,0.0
2022-02-12,Illinois,17,2992783,35725,0.0,0.0
2022-02-13,Illinois,17,2992783,35725,0.0,0.0
2022-02-14,Illinois,17,3007009,35998,14226.0,273.0
2022-02-15,Illinois,17,3009857,36057,2848.0,59.0
2022-02-16,Illinois,17,3013259,36195,3402.0,138.0
2022-02-17,Illinois,17,3015848,36285,2589.0,90.0
2022-02-18,Illinois,17,3019048,36360,3200.0,75.0
2022-02-19,Illinois,17,3019048,36360,0.0,0.0
2022-02-20,Illinois,17,3019048,36360,0.0,0.0
2022-02-21,Illinois,17,3019135,36360,87.0,0.0
2022-02-22,Illinois,17,3025329,36516,6194.0,156.0
2022-02-23,Illinois,17,3028052,36614,2723.0,98.0
2022-02-24,Illinois,17,3030066,36694,2014.0,80.0
2022-02-25,Illinois,17,3032190,36792,2124.0,98.0
2022-02-26,Illinois,17,3032190,36792,0.0,0.0
2022-02-27,Illinois,17,3032190,36792,0.0,0.0
2022-02-28,Illinois,17,3036705,36910,4515.0,118.0
2022-03-01,Illinois,17,3038507,36953,1802.0,43.0
2022-03-02,Illinois,17,3040100,37010,1593.0,57.0
2022-03-03,Illinois,17,3041322,37054,1222.0,44.0
2022-03-04,Illinois,17,3042622,37108,1300.0,54.0
2022-03-05,Illinois,17,3042622,37108,0.0,0.0
2022-03-06,Illinois,17,3042622,37108,0.0,0.0
2022-03-07,Illinois,17,3045351,37151,2729.0,43.0
2022-03-08,Illinois,17,3046409,37180,1058.0,29.0
2022-03-09,Illinois,17,3048034,37214,1625.0,34.0
2022-03-10,Illinois,17,3049442,37271,1408.0,57.0
2022-03-11,Illinois,17,3051272,37310,1830.0,39.0
2022-03-12,Illinois,17,3051272,37310,0.0,0.0
2022-03-13,Illinois,17,3051272,37310,0.0,0.0
2022-03-14,Illinois,17,3053590,37345,2318.0,35.0
2022-03-15,Illinois,17,3055131,37392,1541.0,47.0
2022-03-16,Illinois,17,3056169,37419,1038.0,27.0
2022-03-17,Illinois,17,3057341,37438,1172.0,19.0
2022-03-18,Illinois,17,3058721,37459,1380.0,21.0
2022-03-19,Illinois,17,3058721,37459,0.0,0.0
2022-03-20,Illinois,17,3058721,37459,0.0,0.0
2022-03-21,Illinois,17,3061163,37479,2442.0,20.0
2022-03-22,Illinois,17,3062600,37534,1437.0,55.0
2022-03-23,Illinois,17,3063751,37554,1151.0,20.0
2022-03-24,Illinois,17,3065509,37571,1758.0,17.0
2022-03-25,Illinois,17,3066843,37589,1334.0,18.0
2022-03-26,Illinois,17,3066843,37589,0.0,0.0
2022-03-27,Illinois,17,3066843,37589,0.0,0.0
2022-03-28,Illinois,17,3069359,37611,2516.0,22.0
2022-03-29,Illinois,17,3070932,37631,1573.0,20.0
2022-03-30,Illinois,17,3072239,37645,1307.0,14.0
2022-03-31,Illinois,17,3073830,37667,1591.0,22.0
2022-04-01,Illinois,17,3075243,37684,1413.0,17.0
2022-04-02,Illinois,17,3075243,37684,0.0,0.0
2022-04-03,Illinois,17,3075243,37684,0.0,0.0
2022-04-04,Illinois,17,3078238,37691,2995.0,7.0
2022-04-05,Illinois,17,3080034,37727,1796.0,36.0
2022-04-06,Illinois,17,3082210,37738,2176.0,11.0
2022-04-07,Illinois,17,3083782,37751,1572.0,13.0
2022-04-08,Illinois,17,3086087,37764,2305.0,13.0
2022-04-09,Illinois,17,3086087,37764,0.0,0.0
2022-04-10,Illinois,17,3086087,37764,0.0,0.0
2022-04-11,Illinois,17,3090590,37777,4503.0,13.0
2022-04-12,Illinois,17,3092335,37789,1745.0,12.0
2022-04-13,Illinois,17,3094402,37800,2067.0,11.0
2022-04-14,Illinois,17,3097741,37806,3339.0,6.0
2022-04-15,Illinois,17,3100157,37815,2416.0,9.0
2022-04-16,Illinois,17,3100157,37815,0.0,0.0
2022-04-17,Illinois,17,3100157,37815,0.0,0.0
2022-04-18,Illinois,17,3105932,37823,5775.0,8.0
2022-04-19,Illinois,17,3108399,37830,2467.0,7.0
2022-04-20,Illinois,17,3112315,37840,3916.0,10.0
2022-04-21,Illinois,17,3115918,37849,3603.0,9.0
2022-04-22,Illinois,17,3119711,37859,3793.0,10.0
2022-04-23,Illinois,17,3119711,37859,0.0,0.0
2022-04-24,Illinois,17,3119711,37859,0.0,0.0
2022-04-25,Illinois,17,3127885,37867,8174.0,8.0
2022-04-26,Illinois,17,3130382,37872,2497.0,5.0
2022-04-27,Illinois,17,3133795,37881,3413.0,9.0
2022-04-28,Illinois,17,3138397,37888,4602.0,7.0
2022-04-29,Illinois,17,3144294,37898,5897.0,10.0
2022-04-30,Illinois,17,3144347,37898,53.0,0.0
2020-03-06,Indiana,18,1,0,,
2020-03-07,Indiana,18,1,0,0.0,0.0
2020-03-08,Indiana,18,2,0,1.0,0.0
2020-03-09,Indiana,18,4,0,2.0,0.0
2020-03-10,Indiana,18,6,0,2.0,0.0
2020-03-11,Indiana,18,11,0,5.0,0.0
2020-03-12,Indiana,18,12,0,1.0,0.0
2020-03-13,Indiana,18,12,0,0.0,0.0
2020-03-14,Indiana,18,15,0,3.0,0.0
2020-03-15,Indiana,18,19,0,4.0,0.0
2020-03-16,Indiana,18,24,1,5.0,1.0
2020-03-17,Indiana,18,30,2,6.0,1.0
2020-03-18,Indiana,18,39,2,9.0,0.0
2020-03-19,Indiana,18,56,2,17.0,0.0
2020-03-20,Indiana,18,81,5,25.0,3.0
2020-03-21,Indiana,18,128,6,47.0,1.0
2020-03-22,Indiana,18,204,9,76.0,3.0
2020-03-23,Indiana,18,264,12,60.0,3.0
2020-03-24,Indiana,18,371,17,107.0,5.0
2020-03-25,Indiana,18,484,19,113.0,2.0
2020-03-26,Indiana,18,661,23,177.0,4.0
2020-03-27,Indiana,18,992,32,331.0,9.0
2020-03-28,Indiana,18,1239,38,247.0,6.0
2020-03-29,Indiana,18,1522,40,283.0,2.0
2020-03-30,Indiana,18,1797,44,275.0,4.0
2020-03-31,Indiana,18,2177,61,380.0,17.0
2020-04-01,Indiana,18,2578,80,401.0,19.0
2020-04-02,Indiana,18,3056,94,478.0,14.0
2020-04-03,Indiana,18,3455,118,399.0,24.0
2020-04-04,Indiana,18,3975,136,520.0,18.0
2020-04-05,Indiana,18,4437,151,462.0,15.0
2020-04-06,Indiana,18,4986,171,549.0,20.0
2020-04-07,Indiana,18,5544,208,558.0,37.0
2020-04-08,Indiana,18,5986,246,442.0,38.0
2020-04-09,Indiana,18,6400,295,414.0,49.0
2020-04-10,Indiana,18,6960,353,560.0,58.0
2020-04-11,Indiana,18,7494,389,534.0,36.0
2020-04-12,Indiana,18,7990,405,496.0,16.0
2020-04-13,Indiana,18,8300,414,310.0,9.0
2020-04-14,Indiana,18,8598,458,298.0,44.0
2020-04-15,Indiana,18,9030,511,432.0,53.0
2020-04-16,Indiana,18,9619,554,589.0,43.0
2020-04-17,Indiana,18,10235,599,616.0,45.0
2020-04-18,Indiana,18,10730,633,495.0,34.0
2020-04-19,Indiana,18,11301,652,571.0,19.0
2020-04-20,Indiana,18,11784,666,483.0,14.0
2020-04-21,Indiana,18,12214,731,430.0,65.0
2020-04-22,Indiana,18,12575,764,361.0,33.0
2020-04-23,Indiana,18,13196,811,621.0,47.0
2020-04-24,Indiana,18,13848,851,652.0,40.0
2020-04-25,Indiana,18,14567,897,719.0,46.0
2020-04-26,Indiana,18,15187,928,620.0,31.0
2020-04-27,Indiana,18,16137,932,950.0,4.0
2020-04-28,Indiana,18,16783,992,646.0,60.0
2020-04-29,Indiana,18,17409,1065,626.0,73.0
2020-04-30,Indiana,18,18099,1114,690.0,49.0
2020-05-01,Indiana,18,18941,1175,842.0,61.0
2020-05-02,Indiana,18,19629,1229,688.0,54.0
2020-05-03,Indiana,18,20267,1246,638.0,17.0
2020-05-04,Indiana,18,20855,1264,588.0,18.0
2020-05-05,Indiana,18,21423,1326,568.0,62.0
2020-05-06,Indiana,18,22286,1377,863.0,51.0
2020-05-07,Indiana,18,22942,1414,656.0,37.0
2020-05-08,Indiana,18,23620,1447,678.0,33.0
2020-05-09,Indiana,18,24239,1490,619.0,43.0
2020-05-10,Indiana,18,24633,1508,394.0,18.0
2020-05-11,Indiana,18,25134,1540,501.0,32.0
2020-05-12,Indiana,18,25676,1578,542.0,38.0
2020-05-13,Indiana,18,26044,1619,368.0,41.0
2020-05-14,Indiana,18,26627,1646,583.0,27.0
2020-05-15,Indiana,18,27281,1691,654.0,45.0
2020-05-16,Indiana,18,27919,1741,638.0,50.0
2020-05-17,Indiana,18,28419,1751,500.0,10.0
2020-05-18,Indiana,18,28897,1765,478.0,14.0
2020-05-19,Indiana,18,29402,1824,505.0,59.0
2020-05-20,Indiana,18,29986,1864,584.0,40.0
2020-05-21,Indiana,18,30673,1913,687.0,49.0
2020-05-22,Indiana,18,31165,1941,492.0,28.0
2020-05-23,Indiana,18,31674,1964,509.0,23.0
2020-05-24,Indiana,18,32151,1976,477.0,12.0
2020-05-25,Indiana,18,32489,1984,338.0,8.0
2020-05-26,Indiana,18,32856,2004,367.0,20.0
2020-05-27,Indiana,18,33242,2030,386.0,26.0
2020-05-28,Indiana,18,33885,2068,643.0,38.0
2020-05-29,Indiana,18,34399,2110,514.0,42.0
2020-05-30,Indiana,18,35064,2125,665.0,15.0
2020-05-31,Indiana,18,35429,2134,365.0,9.0
2020-06-01,Indiana,18,35684,2142,255.0,8.0
2020-06-02,Indiana,18,36129,2197,445.0,55.0
2020-06-03,Indiana,18,36609,2207,480.0,10.0
2020-06-04,Indiana,18,37005,2231,396.0,24.0
2020-06-05,Indiana,18,37499,2258,494.0,27.0
2020-06-06,Indiana,18,37928,2292,429.0,34.0
2020-06-07,Indiana,18,38328,2303,400.0,11.0
2020-06-08,Indiana,18,38553,2316,225.0,13.0
2020-06-09,Indiana,18,38985,2339,432.0,23.0
2020-06-10,Indiana,18,39297,2355,312.0,16.0
2020-06-11,Indiana,18,39714,2380,417.0,25.0
2020-06-12,Indiana,18,40114,2396,400.0,16.0
2020-06-13,Indiana,18,40535,2413,421.0,17.0
2020-06-14,Indiana,18,40901,2422,366.0,9.0
2020-06-15,Indiana,18,41422,2433,521.0,11.0
2020-06-16,Indiana,18,41780,2447,358.0,14.0
2020-06-17,Indiana,18,42036,2475,256.0,28.0
2020-06-18,Indiana,18,42480,2491,444.0,16.0
2020-06-19,Indiana,18,42801,2516,321.0,25.0
2020-06-20,Indiana,18,43135,2536,334.0,20.0
2020-06-21,Indiana,18,43496,2540,361.0,4.0
2020-06-22,Indiana,18,43709,2553,213.0,13.0
2020-06-23,Indiana,18,43967,2569,258.0,16.0
2020-06-24,Indiana,18,44260,2578,293.0,9.0
2020-06-25,Indiana,18,44779,2586,519.0,8.0
2020-06-26,Indiana,18,45269,2595,490.0,9.0
2020-06-27,Indiana,18,45707,2616,438.0,21.0
2020-06-28,Indiana,18,46071,2619,364.0,3.0
2020-06-29,Indiana,18,46370,2624,299.0,5.0
2020-06-30,Indiana,18,46740,2640,370.0,16.0
2020-07-01,Indiana,18,47116,2650,376.0,10.0
2020-07-02,Indiana,18,47553,2662,437.0,12.0
2020-07-03,Indiana,18,48099,2682,546.0,20.0
2020-07-04,Indiana,18,48628,2687,529.0,5.0
2020-07-05,Indiana,18,49203,2693,575.0,6.0
2020-07-06,Indiana,18,49560,2698,357.0,5.0
2020-07-07,Indiana,18,49859,2717,299.0,19.0
2020-07-08,Indiana,18,50309,2732,450.0,15.0
2020-07-09,Indiana,18,50829,2739,520.0,7.0
2020-07-10,Indiana,18,51567,2748,738.0,9.0
2020-07-11,Indiana,18,52358,2756,791.0,8.0
2020-07-12,Indiana,18,52892,2760,534.0,4.0
2020-07-13,Indiana,18,53327,2762,435.0,2.0
2020-07-14,Indiana,18,54001,2775,674.0,13.0
2020-07-15,Indiana,18,54698,2785,697.0,10.0
2020-07-16,Indiana,18,55413,2795,715.0,10.0
2020-07-17,Indiana,18,56160,2803,747.0,8.0
2020-07-18,Indiana,18,57045,2820,885.0,17.0
2020-07-19,Indiana,18,57965,2822,920.0,2.0
2020-07-20,Indiana,18,58607,2825,642.0,3.0
2020-07-21,Indiana,18,59344,2846,737.0,21.0
2020-07-22,Indiana,18,60126,2863,782.0,17.0
2020-07-23,Indiana,18,61079,2880,953.0,17.0
2020-07-24,Indiana,18,62081,2884,1002.0,4.0
2020-07-25,Indiana,18,63030,2895,949.0,11.0
2020-07-26,Indiana,18,63881,2903,851.0,8.0
2020-07-27,Indiana,18,64417,2906,536.0,3.0
2020-07-28,Indiana,18,65258,2924,841.0,18.0
2020-07-29,Indiana,18,65918,2932,660.0,8.0
2020-07-30,Indiana,18,66883,2946,965.0,14.0
2020-07-31,Indiana,18,67800,2965,917.0,19.0
2020-08-01,Indiana,18,68773,2971,973.0,6.0
2020-08-02,Indiana,18,69531,2975,758.0,4.0
2020-08-03,Indiana,18,70111,2980,580.0,5.0
2020-08-04,Indiana,18,70944,2996,833.0,16.0
2020-08-05,Indiana,18,71685,3007,741.0,11.0
2020-08-06,Indiana,18,72741,3013,1056.0,6.0
2020-08-07,Indiana,18,73986,3023,1245.0,10.0
2020-08-08,Indiana,18,75025,3036,1039.0,13.0
2020-08-09,Indiana,18,76071,3041,1046.0,5.0
2020-08-10,Indiana,18,76734,3044,663.0,3.0
2020-08-11,Indiana,18,77625,3069,891.0,25.0
2020-08-12,Indiana,18,78337,3086,712.0,17.0
2020-08-13,Indiana,18,79404,3105,1067.0,19.0
2020-08-14,Indiana,18,80507,3113,1103.0,8.0
2020-08-15,Indiana,18,81561,3128,1054.0,15.0
2020-08-16,Indiana,18,82304,3133,743.0,5.0
2020-08-17,Indiana,18,82909,3135,605.0,2.0
2020-08-18,Indiana,18,83799,3165,890.0,30.0
2020-08-19,Indiana,18,84308,3180,509.0,15.0
2020-08-20,Indiana,18,85257,3191,949.0,11.0
2020-08-21,Indiana,18,86312,3208,1055.0,17.0
2020-08-22,Indiana,18,87325,3218,1013.0,10.0
2020-08-23,Indiana,18,87942,3220,617.0,2.0
2020-08-24,Indiana,18,89602,3225,1660.0,5.0
2020-08-25,Indiana,18,90460,3241,858.0,16.0
2020-08-26,Indiana,18,91403,3259,943.0,18.0
2020-08-27,Indiana,18,92566,3266,1163.0,7.0
2020-08-28,Indiana,18,93387,3277,821.0,11.0
2020-08-29,Indiana,18,94512,3285,1125.0,8.0
2020-08-30,Indiana,18,95394,3291,882.0,6.0
2020-08-31,Indiana,18,96277,3296,883.0,5.0
2020-09-01,Indiana,18,96988,3312,711.0,16.0
2020-09-02,Indiana,18,97853,3325,865.0,13.0
2020-09-03,Indiana,18,98971,3332,1118.0,7.0
2020-09-04,Indiana,18,100011,3350,1040.0,18.0
2020-09-05,Indiana,18,101094,3362,1083.0,12.0
2020-09-06,Indiana,18,101937,3364,843.0,2.0
2020-09-07,Indiana,18,102527,3368,590.0,4.0
2020-09-08,Indiana,18,102917,3380,390.0,12.0
2020-09-09,Indiana,18,103641,3397,724.0,17.0
